ident,name,type,latitude,longitude,country code,airport,procedures
RY,Rajahmundry,NDB,17.10969925,81.81990051,IN,VORY,
SAI,Sri Sathya Sai,NDB,14.14990044,77.7845993,IN,VOPN,
SAM,Sampla,VOR-DME,28.82250023,76.82379913,IN,,
SG,Songarh,NDB,21.16740036,73.56590271,IN,,
SH,Simla,NDB,31.08620071,77.06700134,IN,VISM,
SKA,Sakaras,VOR-DME,27.84840012,77.0082016,IN,,
SNG,Srinagar,VOR-DME,34.0019989,74.75460052,IN,VISR,
SP,Sarsawa,NDB,29.99990082,77.43199921,IN,VISP,
SSB,Sikandrabad,VOR-DME,28.39340019,77.70809937,IN,,
SU,Surat,NDB,21.11569977,72.74269867,IN,VASU,
TEZ,Tezpur,VOR-DME,26.71080017,92.79949951,IN,VETZ,
TJ,Teju,NDB,27.91710091,96.16290283,IN,,
TK,Tarkeshwar,NDB,22.90069962,88.03070068,IN,,
TRR,Reengus/Asovo,NDB,27.36680031,75.56559753,IN,,
TTP,Tirupati,VOR-DME,13.63440037,79.53910065,IN,VOTP,
TTR,Tiruchirappalli,VOR-DME,10.76239967,78.71340179,IN,VOTR,
TU,Tuticorin,NDB,8.725609779,78.02570343,IN,VOTK,
TVM,Trivandrum,VOR-DME,8.474809647,76.92469788,IN,VOTV,
UUD,Udaipur,VOR-DME,24.61289978,73.89089966,IN,VAUD,
VB,Vikarabad,NDB,17.33440018,77.88169861,IN,,
VVZ,Vishakhapatnam,VOR-DME,17.66769981,83.25279999,IN,VEVZ,
VZ,Vishakhapatnam,NDB,17.73800087,83.25279999,IN,VEVZ,
WSM,Washim,VOR,20.11750031,77.16549683,IN,,
YH,Yelahanka,NDB,13.15139961,77.6155014,IN,VOYK,
NDG,Diego Garcia,NDB,-7.292669773,72.38430023,IO,FJDG,
NKW,Diego Garcia,TACAN,-7.316830158,72.41200256,IO,FJDG,
BAP,Baghdad,TACAN,33.26670074,44.22259903,IQ,ORBI,
BAR,Basrah,TACAN,30.54879951,47.65980148,IQ,ORMM,
BGD,Baghdad,VOR,33.26070023,44.24919891,IQ,,
BLD,Balad,VORTAC,33.93590164,44.36809921,IQ,ORBD,
BSR,Basrah,VOR-DME,30.52569962,47.68669891,IQ,ORMM,
KRK,Kirkuk,TACAN,35.47119904,44.34790039,IQ,ORKK,
MAA,Al Asad,TACAN,33.78359985,42.43880081,IQ,ORAA,
MAT,Al Taqaddum,TACAN,33.33950043,43.59389877,IQ,ORAT,
QYW,Qayyarah West,TACAN,35.76720047,43.12519836,IQ,ORQW,
SUL,Sulaymaniyah,VOR,35.57960129,45.2901001,IQ,ORSU,
TAJI,Taji,NDB,33.52690125,44.25690079,IQ,,
TAL,Tallil,TACAN,30.93530083,46.09059906,IQ,ORTL,
TKT,Al Sahra,NDB,34.66579819,43.5401001,IQ,,
AA,Aliabad,NDB,35.63370132,51.4178009,IR,,
ABD,Abadan,VOR-DME,30.38699913,48.21760178,IR,OIAA,
ABM,Abumusa Island,NDB,25.87779999,55.02289963,IR,OIBA,
AJ,Aghajari,NDB,30.75,49.68330002,IR,OIAG,
ANK,Anarak,VOR-DME,33.53749847,53.72969818,IR,,
ARB,Ardabil,VOR-DME,38.30310059,48.44100189,IR,OITL,
ARK,Arak,NDB,34.1344986,49.84870148,IR,OIHR,
ASL,Asaloyeh,NDB,27.48189926,52.61610031,IR,IR-0174,
AWZ,Ahwaz,VOR-DME,31.33760071,48.7643013,IR,OIAW,
BAM,Bam,VOR-DME,29.07749939,58.45759964,IR,OIKM,
BJD,Birjand,VOR-DME,32.97240067,59.20009995,IR,OIMB,
BJD,Birjand,NDB,32.90330124,59.25709915,IR,OIMB,
BND,Bandar Abbass,TACAN,27.21699905,56.3810997,IR,OIKB,
BND,Bandar Abbass,VOR-DME,27.19709969,56.3667984,IR,OIKB,
BRD,Bojnord,VOR-DME,37.49549866,57.32350159,IR,OIMN,
BUZ,Bushehr,TACAN,28.95540047,50.82080078,IR,OIBB,
CBH,Chah Bahar,VORTAC,25.44540024,60.42129898,IR,OIZC,
DAR,Darband,VOR-DME,31.78319931,56.99459839,IR,,
DHN,Dehnamak,VOR-DME,35.25400162,52.72029877,IR,,
DNZ,Dasht-E-Naz,VOR-DME,36.64459991,53.19039917,IR,OINZ,
DZF,Dezful,TACAN,32.41630173,48.41690063,IR,OIAD,
DZF,Dezful,NDB,32.43799973,48.37829971,IR,OIAD,
ESH,Shahid Vatan Pour,NDB,32.56650162,51.69369888,IR,OIFH,
FSA,Fasa,NDB,28.89609909,53.72280121,IR,OISF,
GGN,Gorgan,VOR-DME,36.92470169,54.38159943,IR,OING,
GSN,Gachsaran,NDB,30.31229973,50.87039948,IR,OIAH,
HAB,Hamadan Mil,VORTAC,35.18059921,48.70809937,IR,OIHS,
HAM,Hamadan,VOR-DME,34.8667984,48.55059814,IR,OIHH,
HSA,Hesa,NDB-DME,32.93259811,51.56010056,IR,OIFE,
IFN,Esfahan,TACAN,32.74639893,51.8246994,IR,OIFM,
IKA,Imam Khomeini,VOR-DME,35.40969849,51.17850113,IR,OIIE,
ILM,Ilam,VOR-DME,33.57839966,46.41540146,IR,OICI,
ISN,Esfahan,VOR-DME,32.74700165,51.82799911,IR,OIFM,
ISR,Iran Shahr,VOR-DME,27.2343998,60.72230148,IR,OIZI,
JAM,Jam,VOR-DME,27.82180023,52.34289932,IR,OIBJ,
JIR,Jiroft,NDB,28.73139954,57.67210007,IR,OIKJ,
JRM,Jahrom,NDB,28.58539963,53.58409882,IR,OISJ,
JSK,Jask,TACAN,25.64620018,57.78390121,IR,OIZJ,
KAZ,Kahrizak,NDB,35.51670074,51.3669014,IR,,
KER,Kerman,TACAN,30.26449966,56.95840073,IR,OIKK,
KER,Kerman,VOR-DME,30.25209999,56.96120071,IR,OIKK,
KHG,Khark Island,VOR-DME,29.26460075,50.31719971,IR,OIBQ,
KHM,Dayrestan,NDB-DME,26.76309967,55.90769958,IR,OIKQ,
KHY,Khoy,NDB,38.42919922,44.96920013,IR,OITK,
KIH,Kish Island,TACAN,26.52330017,54.00999832,IR,OIBK,
KIS,Kish Island,VOR-DME,26.5258007,53.9618988,IR,OIBK,
KLH,Kalaleh,NDB,37.38830185,55.45669937,IR,OINE,
KMS,Kermanshah,VOR-DME,34.33969879,47.16910172,IR,OICC,
KRD,Khoram Abad,VOR-DME,33.43510056,48.28910065,IR,OICK,
KRD,Khoram Abad,NDB,33.3852005,48.43439865,IR,OICK,
KSH,Kermanshah,TACAN,34.31110001,47.02780151,IR,OICC,
LAM,Lamerd,VOR-DME,27.37280083,53.18399811,IR,,
LAR,Lar,VOR-DME,27.67519951,54.41519928,IR,OISL,
LEN,Bandar Lengeh,VOR-DME,26.53610039,54.8512001,IR,OIBL,
LVA,Lavan Island,VOR-DME,26.81209946,53.35589981,IR,OIBV,
MAH,Mahshahr,VOR-DME,30.55629921,49.1493988,IR,OIAM,
MAL,Malayer,VOR-DME,34.34189987,48.7519989,IR,,
MIS,Masjed Soleiman,NDB,31.92939949,49.32720184,IR,,
MM,Parsabade Moghan,NDB,39.61249924,47.85469818,IR,OITP,
MSD,Mashhad,TACAN,36.23310089,59.64849854,IR,OIMM,
MSD,Mashhad,NDB,36.22859955,59.6371994,IR,OIMM,
NSR,Noshahr,NDB-DME,36.65330124,51.50469971,IR,OINN,
OMD,Omidiyeh,VORTAC,30.8519001,49.50529861,IR,OIAJ,
PAD,Parsabade Moghan,NDB,39.57870102,47.96730042,IR,OITP,
PIM,Payam,VOR-DME,35.76200104,50.85160065,IR,OIIP,
PRG,Persian Gulf,NDB,27.39319992,52.72499847,IR,OIBP,
RAF,Rafsanjan,NDB-DME,30.30270004,56.05559921,IR,OIKR,
RSR,Ramsar,NDB-DME,36.9034996,50.68040085,IR,OINR,
RST,Rasht,VOR-DME,37.32640076,49.61579895,IR,OIGG,
RUS,Rudeshur,NDB,35.44509888,50.90129852,IR,,
SAV,Saveh,NDB-DME,35.01860046,50.37139893,IR,,
SBZ,Sabzevar,VOR-DME,36.1697998,57.57099915,IR,OIMS,
SHD,Sahand,NDB-DME,37.34600067,46.1427002,IR,OITM,
SHR,Shahroud,NDB,36.43439865,55.1385994,IR,OIMJ,
SIR,Sirri Island,VOR-DME,25.91419983,54.53649902,IR,OIBS,
SKD,Shahre Kord,VOR-DME,32.27980042,50.85490036,IR,OIFS,
SNJ,Sanandaj,VOR-DME,35.23889923,47.00780106,IR,OICS,
SR,Shiraz Shahid Dastghaib,NDB,29.50460052,52.67150116,IR,OISS,
SRJ,Sirjan,VOR-DME,29.55680084,55.65999985,IR,OIKY,
SRN,Saravan,NDB,27.41500092,62.32540131,IR,OIZS,
SRS,Sarakhs,NDB,36.49539948,61.07410049,IR,OIMC,
SYZ,Shiraz Shahid Dastghaib,TACAN,29.54220009,52.58430099,IR,OISS,
TBS,Tabas,NDB-DME,33.66400146,56.89960098,IR,OIMT,
TBZ,Tabriz,VORTAC,38.13909912,46.23089981,IR,OITT,
THR,Tehran,TACAN,35.69889832,51.28030014,IR,OIII,
TRN,Tehran,VOR-DME,35.6969986,51.28379822,IR,OIII,
UMH,Uromiyeh,VOR-DME,37.68719864,45.08430099,IR,OITR,
VR,Varamin,NDB,35.34270096,51.6371994,IR,,
YSJ,Yasouj,NDB-DME,30.70140076,51.54899979,IR,OISY,
YZD,Yazd Shahid Sadooghi,TACAN,31.88529968,54.30080032,IR,OIYY,
YZD,Yazd Shahid Sadooghi,VOR-DME,31.89760017,54.28269958,IR,OIYY,
ZAH,Zahedan,TACAN,29.46339989,60.90430069,IR,OIZH,
ZAJ,Zanjan,VORTAC,36.59140015,48.69049835,IR,OITZ,
ZAJ,Zanjan,NDB,36.77539825,48.36460114,IR,OITZ,
ZAL,Zabol,NDB,31.09770012,61.53990173,IR,OIZB,
ZDN,Zahedan,VOR-DME,29.48670006,60.90159988,IR,OIZH,
AKI,Akureyri,VOR-DME,65.75969696,-18.00419998,IS,BIAR,
AR,Akureyri,NDB,65.75579834,-18.08939934,IS,BIAR,
BL,Blonduos,NDB,65.68640137,-20.29249954,IS,BIBL,
BR,Breidavad,NDB,65.33280182,-14.37250042,IS,BIEG,
DA,Dalatangi,NDB,65.26999664,-13.57610035,IS,,
DO,Djupivogur,NDB,64.65249634,-14.27690029,IS,,
EL,Ellidavatn,NDB,64.08110046,-21.77079964,IS,,
ES,Egilsstadir,NDB,65.2385025,-14.45199966,IS,BIEG,
GA,Gardur,NDB,65.87779999,-17.4633007,IS,BIHU,
GF,Grof,NDB,64.1493988,-21.94169998,IS,BIRK,
GJ,Gjogur,NDB,65.99469757,-21.32999992,IS,BIGJ,
GR,Grimsey,NDB,66.52829742,-17.98310089,IS,BIGR,
HA,Hofsa,NDB,65.62969971,-15.04139996,IS,BIVO,
HE,Hegranes,NDB,65.75080109,-19.51919937,IS,BIKR,
HJ,Hjalteyri,NDB,65.85169983,-18.19169998,IS,BIAR,
HK,Holmavik,NDB,65.64360046,-21.47360039,IS,BIHK,
HL,Helgafell,NDB,63.42419815,-20.28190041,IS,BIVM,
HN,Hornafjordur,NDB,64.26920319,-15.21329975,IS,BIHN,
HV,Hvammur,NDB,65.63559723,-18.06780052,IS,BIAR,
ING,Ingo,VOR-DME,63.80310059,-16.63809967,IS,,
IOG,Ogur,DME,66.04340363,-22.68250084,IS,,
IS,Isafjordur,NDB,66.09829712,-23.03890038,IS,BIIS,
KEF,Keflavik,VORTAC,63.98690033,-22.61440086,IS,BIKF,
KF,Keflavik,NDB,63.98500061,-22.7317009,IS,BIKF,
LA,Langholt,NDB,65.5766983,-19.48830032,IS,BIKR,
NB,Botn,NDB,65.32610321,-18.29360008,IS,BIAR,
NF,Nordfjordur,NDB,65.13469696,-13.73639965,IS,BINF,
OK,Oscar Kilo,NDB,64.04940033,-22.60499954,IS,BIKF,
PA,Patreksfjordur,NDB,65.55580139,-23.9531002,IS,BIPA,
RA,Raufarhofn,NDB,66.45030212,-15.95440006,IS,BIRG,
RE,Reykjanesskoli,NDB,65.92639923,-22.43169975,IS,BIRS,
RF,Rif,NDB,64.91280365,-23.81999969,IS,BIRF,
RH,Reykholt,NDB,64.66419983,-21.28639984,IS,,
RK,Reykjavik,NDB,64.15139771,-22.02890015,IS,BIRK,
SA,Skagi,NDB,64.30560303,-21.97139931,IS,BIRK,
SB,Selardalur,NDB,65.78859711,-23.99080086,IS,,
SE,Selfoss,NDB,63.92890167,-21.03420067,IS,BISF,
SL,Svinafell,NDB,64.38359833,-15.38669968,IS,BIHN,
SU,Stykkisholmur,NDB,65.05999756,-22.75559998,IS,BIST,
TN,Thorshofn,NDB,66.22080231,-15.33110046,IS,BITN,
TO,Torfur,NDB,65.50029755,-18.15040016,IS,BIAR,
VA,Vad,NDB,65.10949707,-14.59609985,IS,BIEG,
VM,Vestmannaeyjar,NDB,63.39970016,-20.28829956,IS,BIVM,
ABN,Albenga,NDB,44.05580139,8.221110344,IT,LIMG,
AHO,Alghero,TACAN,40.63610077,8.289440155,IT,LIEA,
ALB,Albenga,VOR-DME,44.0481987,8.127619743,IT,LIMG,
ALG,Alghero,VORTAC,40.62810135,8.243889809,IT,LIEA,
AME,Amendola,NDB,41.5,15.83780003,IT,LIBA,
ANC,Ancona,VOR-DME,43.58639908,13.47109985,IT,LIPY,
ARB,Tortoli,NDB,39.92139816,9.67866993,IT,LIET,
AVI,Aviano,TACAN,46.0279007,12.58689976,IT,LIPA,
AVI,Aviano,NDB,45.92430115,12.42850018,IT,LIPA,
BAR,Bari,VOR-DME,41.14429855,16.77639961,IT,LIBD,
BEG,BERGAMO,VOR-DME,45.6694722,9.7091944,IT,LIME,
BLA,Biella Cerrione,VOR-DME,45.49420166,8.100580215,IT,LILE,
BOA,Bologna,VOR-DME,44.536999,11.2907,IT,LIPE,
BOA,Bologna,NDB,44.56729889,11.20020008,IT,LIPE,
BOL,Bolsena,VORTAC,42.61830139,12.0486002,IT,,
BPL,Bari,NDB,41.11029816,16.66040039,IT,,
BRD,Brindisi,VORTAC,40.61090088,18.00289917,IT,LIBR,
BSA,Montichiari,VOR-DME,45.43799973,10.31599998,IT,LIPO,
BZO,Bolzano,NDB,46.46360016,11.32190037,IT,LIPB,
CAG,Cagliari,VOR-DME,39.24900055,9.054080009,IT,LIEE,
CAG,Cagliari,NDB,39.21459961,9.097470284,IT,LIEE,
CAM,Cameri,TACAN,45.57020187,8.657529831,IT,LIMN,
CAM,Cameri,NDB,45.42860031,8.700779915,IT,LIMN,
CAR,Carbonara,VOR-DME,39.1114006,9.508060455,IT,,
CAS,Caselle,TACAN,45.19380188,7.652810097,IT,LIMF,
CAS,Caselle,NDB,45.12350082,7.645329952,IT,LIMF,
CAT,Catania,VOR-DME,37.45619965,14.96930027,IT,LICZ,
CDC,Caraffa,VORTAC,38.75590134,16.36910057,IT,,
CEV,Cervia,TACAN,44.20650101,12.35719967,IT,LIPC,
CEV,Cervia,NDB,44.2677002,12.18010044,IT,LIPC,
CHI,Chioggia,VOR-DME,45.07120132,12.28139973,IT,,
CIA,Ciampino,NDB,41.86489868,12.5607996,IT,LIRA,
CMO,Camogli,NDB,44.34579849,9.171110153,IT,,
CMP,Campagnano,VOR-DME,42.12379837,12.38150024,IT,,
COD,Codogno,NDB,45.22629929,9.54117012,IT,,
CRN,Crotone,VOR-DME,38.99610138,17.08309937,IT,LIBC,
CSL,Caselle,VOR-DME,45.21969986,7.649569988,IT,LIMF,
CTF,Catania Fontanarossa,VOR-DME,37.46440125,15.0625,IT,LICC,
DEC,Decimomannu,TACAN,39.3810997,8.965559959,IT,LIED,
DEC,Decimomannu,NDB,39.36360168,8.974169731,IT,LIED,
ELB,Elba,VORTAC,42.73070145,10.39570045,IT,,
FAL,Falconara,TACAN,43.57690048,13.29950047,IT,LIPY,
FAL,Falconara,NDB,43.62820053,13.37349987,IT,LIPY,
FE,Fiumicino,NDB,41.83140182,12.35109997,IT,LIRF,
FER,Ferrara,NDB,44.81439972,11.61639977,IT,LIPF,
FN,Fiumicino,NDB,41.91070175,12.23460007,IT,LIRF,
FOG,Foggia,VOR,41.42950058,15.53139973,IT,LIBF,
FOR,Forli,NDB,44.24810028,11.92469978,IT,LIPK,
FRS,Frosinone,VOR-DME,41.64220047,13.29500008,IT,LIRH,
FRZ,Firenze,VORTAC,44.02719879,11.00329971,IT,,
FW,Fiumicino,NDB,41.88090134,12.19880009,IT,LIRF,
GAZ,Gazoldo,NDB,45.2016983,10.60410023,IT,,
GEN,Genova,VOR-DME,44.42440033,9.082079887,IT,LIMJ,
GHE,Ghedi,TACAN,45.44029999,10.27670002,IT,LIPL,
GIO,Gioia Del Colle,TACAN,40.80130005,16.90130043,IT,LIBV,
GRA,Grazzanise,TACAN,41.06000137,14.08870029,IT,LIRM,
GRO,Grosseto,TACAN,42.76029968,11.07740021,IT,LIRS,
GRO,Grosseto,NDB,42.70529938,11.02530003,IT,LIRS,
GRT,Grottaglie,NDB,40.44599915,17.42210007,IT,LIBG,
GUI,Guidonia,NDB,41.99969864,12.73890018,IT,LIRG,
ISA,Istrana,TACAN,45.6875,12.11690044,IT,LIPS,
ISA,Istrana,NDB,45.69860077,12.22830009,IT,LIPS,
LAT,Latina,VOR-DME,41.54109955,12.91810036,IT,LIRL,
LCC,Lecce,VORTAC,40.24840164,18.13069916,IT,LIBN,
LEV,Levaldigi,NDB,44.5442009,7.615389824,IT,LIMZ,
LIN,Linate,VOR-DME,45.46120071,9.275320053,IT,LIML,
LIN,Linate,NDB,45.34429932,9.288579941,IT,LIML,
LMT,Lamezia Terme,VOR-DME,38.90280151,16.26499939,IT,LICA,
LPD,Lampedusa,VOR-DME,35.49969864,12.63099957,IT,LICD,
MAL,Malpensa,VOR-DME,45.6427002,8.734560013,IT,LIMC,
MAL,Malpensa,NDB,45.54579926,8.756259918,IT,LIMC,
MNL,Amendola,TACAN,41.53789902,15.71000004,IT,LIBA,
NOV,Novara,NDB,45.42409897,8.793860435,IT,,
NPC,Napoli Capodochino,DME,40.88430023,14.28359985,IT,,
NSY,Navy Sigonella,TACAN,37.40029907,14.92150021,IT,LICZ,
ORI,Orio Al Serio,NDB,45.64379883,9.841670036,IT,LIME,
ORT,Ortanova,TACAN,41.39970016,15.78419971,IT,,
OST,Ostia,VOR-DME,41.80379868,12.23750019,IT,LIRF,
OZE,Bolzano,VOR-DME,46.40480042,11.29259968,IT,LIPB,
PAL,Palermo,VOR-DME,38.0340004,13.17739964,IT,LICJ,
PAN,Pantelleria,VOR-DME,36.81420135,11.96520042,IT,LICG,
PAR,Parma,NDB,44.82229996,10.29329967,IT,LIMP,
PDV,Padova,NDB,45.36009979,11.81809998,IT,LIPU,
PED,Perdasdefogu,TACAN,39.6692009,9.443329811,IT,,
PES,Pescara,VOR-DME,42.43610001,14.1843996,IT,LIBP,
PIA,Piacenza,TACAN,44.91719818,9.720560074,IT,LIMS,
PIA,Piacenza,NDB,44.87170029,9.826669693,IT,LIMS,
PIN,Pisa,TACAN,43.72029877,10.43229961,IT,LIRP,
PIS,Pisa,VOR-DME,43.67720032,10.3906002,IT,LIRP,
PIS,Pisa,NDB,43.58919907,10.29710007,IT,LIRP,
PNZ,Ponza,VORTAC,40.91189957,12.95750046,IT,,
POM,Pomigliano,VOR-DME,40.92819977,14.38360023,IT,LIRN,
PRA,Pratica Di Mare,NDB,41.67969894,12.4527998,IT,LIRE,
PRS,Raisi,VOR-DME,38.17210007,13.07999992,IT,LICJ,
PRT,Peretola,VOR-DME,43.8103981,11.20149994,IT,LIRQ,
PRU,Perugia,VOR-DME,43.10169983,12.51189995,IT,LIRZ,
RCA,Reggio Calabria,VOR-DME,38.07580185,15.64550018,IT,LICR,
RCA,Reggio Calabria,NDB,38.01290131,15.65030003,IT,LICR,
RCH,Ronchi,VOR-DME,45.82979965,13.48029995,IT,LIPQ,
RIM,Rimini,VORTAC,44.01520157,12.61660004,IT,LIPR,
RIM,Rimini,NDB,44.07899857,12.50599957,IT,LIPR,
RIV,Rivolto,TACAN,45.99570084,13.08839989,IT,LIPI,
RIV,Rivolto,NDB,45.93529892,12.94190025,IT,LIPI,
RMG,Romagnano,NDB,45.62829971,8.406579971,IT,,
ROM,Roma,VOR-DME,41.80459976,12.58810043,IT,LIRA,
RON,Ronchi,NDB,45.82820129,13.36069965,IT,LIPQ,
SAZ,Sarzana,TACAN,44.07559967,9.938890457,IT,LIQW,
SES,Genova Sestri,VOR-DME,44.41719818,8.823610306,IT,LIMJ,
SIE,Siena,VOR-DME,43.25279999,11.2531004,IT,LIQS,
SIG,Sigonella,TACAN,37.39590073,14.97099972,IT,LICZ,
SME,Olbia Costa Smeralda,VOR-DME,40.88999939,9.501179695,IT,LIEO,
SOR,Sorrento,VOR-DME,40.58259964,14.33510017,IT,,
SRN,Saronno,VOR-DME,45.64680099,9.022850037,IT,,
TAQ,Tarquinia,VOR-DME,42.21500015,11.73250008,IT,,
TEA,Teano,VOR-DME,41.29679871,13.97070026,IT,,
TES,Tessera,VOR-DME,45.51919937,12.3682003,IT,LIPZ,
TOP,Torino,VOR-DME,44.92539978,7.861660004,IT,LIMF,
TPR,Pratica Di Mare,TACAN,41.6216011,12.49380016,IT,LIRE,
TRE,Treviso,NDB,45.62250137,12.09560013,IT,LIPH,
TRP,Trapani,VORTAC,37.89599991,12.51319981,IT,LICT,
TZO,Trezzo,VOR-DME,45.55929947,9.507189751,IT,,
URB,Urbe,NDB,41.94509888,12.49009991,IT,LIRU,
VEN,Venezia,NDB,45.44910049,12.27700043,IT,LIPZ,
VIB,Viterbo,NDB,42.43999863,12.05690002,IT,LIRV,
VIC,Vicenza,VOR-DME,45.63729858,11.67640018,IT,IT-0802,
VIE,Vieste,VOR-DME,41.91289902,16.04910088,IT,,
VIL,Villafranca,VORTAC,45.40790176,10.90620041,IT,LIPX,
VIL,Villafranca,NDB,45.32440186,10.78600025,IT,LIPX,
VOG,Voghera,VOR-DME,44.96440125,8.970279694,IT,LILH,
JSY,Jersey,VOR-DME,49.22109985,-2.046109915,JE,EGJJ,
KIN,Kingston,NDB,17.96640015,-76.875,JM,MKJP,
MBJ,Montego Bay,NDB,18.50359917,-77.91840363,JM,MKJS,
MLY,Manley,VOR-DME,17.93020058,-76.77760315,JM,MKJP,
SIA,Sangster,VOR-DME,18.50099945,-77.92410278,JM,MKJS,
AMN,Amman,VOR-DME,32.0041008,36.06600189,JO,OJAM,
AQA,Aqaba,NDB,30.22649956,35.22140121,JO,OJAQ,
AQB,Aqaba,VOR-DME,29.58349991,35.0082016,JO,OJAQ,
AQC,Aqaba,NDB,29.90229988,35.11899948,JO,OJAQ,
JYO,Amman,NDB,32.00479889,36.06560135,JO,OJAM,
JYT,Qatraneh,NDB,31.24979973,36.04710007,JO,,
MDB,Queen Alia,NDB,31.70929909,35.85020065,JO,OJAI,
QA,Queen Alia,NDB,31.73049927,36.09460068,JO,OJAI,
QAA,Queen Alia,VOR-DME,31.74090004,36.15810013,JO,OJAI,
QL,Queen Alia (Locator),NDB,31.73530006,36.02690125,JO,,
QTR,Qatraneh,VOR-DME,31.24839973,36.05950165,JO,,
AHT,Ashiya,TACAN,33.88830185,130.6499939,JP,RJFA,
AJE,Awaji,VOR-DME,34.27030182,134.7129974,JP,,
AK,Akeno,NDB,34.52780151,136.6970062,JP,RJOE,
AKE,Amakusa,VOR-DME,32.48099899,130.1600037,JP,RJDA,
AKT,Akeno,TACAN,34.5284996,136.6750031,JP,RJOE,
ALC,Amami,VORTAC,28.44370079,129.5839996,JP,RJKA,
AME,Kasari,VOR-DME,28.43470001,129.7109985,JP,RJKA,
AN,Aguni,NDB,26.59370041,127.2360001,JP,RORA,
ATE,Akita,VOR-DME,39.71160126,140.0619965,JP,RJSK,
AWE,Asahikawa,VOR-DME,43.66730118,142.4570007,JP,RJEC,
AY,Kumagaya,NDB,36.16389847,139.3110046,JP,,
BTE,Batoh,VOR-DME,36.76839828,140.0330048,JP,,
CA,Kamigoto,NDB,33.01200104,129.1900024,JP,RJDK,
CBE,Chubu,VOR-DME,34.85800171,136.8029938,JP,RJGG,
CHE,Chitose,VOR-DME,42.69990158,141.6860046,JP,RJCJ,
CI,Chichijima,NDB,27.08919907,142.2140045,JP,,
CU,Otsu,NDB,35.0503006,135.8710022,JP,,
CUE,Otsu,VOR-DME,35.01699829,135.826004,JP,,
CVC,Choshi,VORTAC,35.72650146,140.798996,JP,,
DF,Zama,NDB,35.57979965,139.3760071,JP,,
DGC,Fukuoka,VORTAC,33.67620087,130.3899994,JP,RJFF,
FKE,Fukushima,VOR-DME,37.22430038,140.4369965,JP,RJSF,
FMT,Hofu,TACAN,34.03829956,131.5460052,JP,RJOF,
FO,Fukuoka,NDB,33.67490005,130.3910065,JP,RJFF,
FQ,Fukui,NDB,36.17539978,136.2200012,JP,RJNF,
FUE,Fukue,VOR-DME,32.66859818,128.8269958,JP,RJFE,
GBE,Goboh,VOR-DME,33.91009903,135.1060028,JP,,
GFT,Gifu,TACAN,35.39139938,136.8589935,JP,RJNG,
GKE,Ishigaki,VOR-DME,24.3409996,124.185997,JP,JP-3590,
GOC,Daigo,VORTAC,36.74440002,140.3500061,JP,,
GTC,Niigata,VORTAC,37.95830154,139.1150055,JP,RJSN,
HCE,Hachijojima,VOR-DME,33.11429977,139.7879944,JP,RJTH,
HGE,Hongo,VOR-DME,34.43379974,132.923996,JP,RJOA,
HK,Kagoshima,NDB,31.6446991,130.5659943,JP,,
HKC,Kagoshima,VORTAC,31.69720078,130.5829926,JP,RJFK,
HKE,Hokuso,VOR-DME,35.80899811,140.375,JP,,
HME,Haneda,VOR-DME,35.56230164,139.7610016,JP,RJTT,
HPE,Hanamaki,VOR-DME,39.4333992,141.1329956,JP,RJSI,
HR,Hateruma,NDB,24.06069946,123.8030014,JP,RORH,
HUT,Hyakuri,TACAN,36.18830109,140.4149933,JP,RJAH,
HVT,Hachinohe,TACAN,40.55580139,141.4700012,JP,RJSH,
HWE,Hakodate,VOR-DME,41.77399826,140.8320007,JP,RJCH,
HYE,Yokosuka,VOR-DME,35.25579834,139.5879974,JP,,
IJT,Iwo Jima,TACAN,24.78420067,141.3170013,JP,RJAW,
IK,Ikishima,NDB,33.75230026,129.7819977,JP,RJDB,
IKE,Iki,VOR-DME,33.74750137,129.7769928,JP,RJDB,
IME,Iwami,VOR-DME,34.67620087,131.7799988,JP,RJOW,
IWC,Kuga,VORTAC,34.07949829,132.1470032,JP,,
IXE,Iwaki,VOR-DME,37.14889908,140.9759979,JP,,
JA,Kanoya,NDB,31.35639954,130.848999,JP,RJFY,
JAT,Kanoya,TACAN,31.3628006,130.8300018,JP,RJFY,
JB,Omura,NDB,32.94169998,129.9299927,JP,RJFU,
JBT,Omura,TACAN,32.92580032,129.9320068,JP,RJFU,
JC,Hachinohe,NDB,40.5503006,141.4779968,JP,RJSH,
JD,Nikko,NDB,36.4897995,139.8630066,JP,RJTU,
JDT,Utsunomiya,TACAN,36.51689911,139.8760071,JP,RJTU,
JEC,Miho,VORTAC,35.53110123,133.0939941,JP,RJOH,
KAD,Kadena,VORTAC,26.35680008,127.7679977,JP,RODN,
KBE,Kokubu,VOR-DME,31.64389992,130.8419952,JP,RJFK,
KCC,Nagoya,VORTAC,35.26530075,136.9149933,JP,,
KCE,Kobe,VOR-DME,34.63100052,135.2279968,JP,RJBE,
KEC,Kushimoto,VORTAC,33.4477005,135.7940063,JP,,
KGE,Kajiki,VOR-DME,31.79750061,130.7259979,JP,RJFK,
KI,Kikai,NDB,28.31780052,129.923996,JP,RJKI,
KJ,Komatsujima,NDB,33.97689819,134.6490021,JP,,
KJT,Komatsujima,TACAN,34.0041008,134.6260071,JP,,
KMC,Komatsu,VORTAC,36.39640045,136.4049988,JP,RJNK,
KN,Kansai,NDB,34.49509811,135.3450012,JP,RJBB,
