ident,name,type,latitude,longitude,country code,airport,procedures
BE,Kamina Base,NDB,-8.655249596,25.28650093,CD,FZSA,
BKV,Bukavu,NDB,-2.306629896,28.81940079,CD,FZMA,
BLT,Gbadolite,VOR-DME,4.246990204,20.96640015,CD,FZFD,
BLT,Gbadolite,NDB,4.296989918,21.04969978,CD,FZFD,
BOM,Boma,NDB,-5.852149963,13.06620026,CD,,
BSU,Basankusu,NDB,1.212239981,19.79630089,CD,,
BUN,Bunia,VOR,1.563879967,30.21660042,CD,FZKA,
BUN,Bunia,NDB,1.530550003,30.24990082,CD,FZKA,
BUT,Buta,NDB,2.807110071,24.7730999,CD,FZKJ,
BW,Kamina Base,NDB,-8.631919861,25.21479988,CD,FZSA,
GEM,Gemena,NDB,3.230410099,19.7663002,CD,FZFK,
GOM,Goma,VOR-DME,-1.685850024,29.23329926,CD,FZNA,
GS,Goma,NDB,-1.685850024,29.21660042,CD,FZNA,
INO,Inongo,NDB,-1.952489972,18.27459908,CD,,
IRO,Isiro,NDB,2.8396101,27.57130051,CD,FZJH,
KAL,Kalima,NDB,-2.585769892,26.74990082,CD,,
KE,Kitona Base,NDB,-5.904439926,12.45969963,CD,,
KGI,Bangoka,VOR-DME,0.492578,25.31340027,CD,FZIC,
KIN,Kindu,VOR,-2.919080019,25.89979935,CD,FZOA,
KIS,Bangoka,NDB,0.463968992,25.35009956,CD,FZIC,
KIT,Kitona Base,VOR,-5.938809872,12.42619991,CD,CD-0042,
KKW,Kikwit,NDB,-5.035560131,18.81629944,CD,FZCA,
KMB,Kamina Base,VOR,-8.62858963,25.24790001,CD,FZSA,
KMI,Kalemie,VOR,-5.868830204,29.24990082,CD,FZRF,
KMI,Kalemie,NDB,-5.918819904,29.18330002,CD,FZRF,
KNG,Kananga,VOR-DME,-5.902150154,22.4496994,CD,FZUA,
KOT,Kotakoli,NDB,4.168859959,21.75079918,CD,FZFP,
KSA,Ndjili,VOR-DME,-4.404739857,15.41819954,CD,FZAA,
KW,Kitona Base,NDB,-5.931670189,12.43280029,CD,,
KWZ,Kolwezi,NDB,-10.7184,25.49979973,CD,FZQM,
LE,Lubumbashi,NDB,-11.59469986,27.54129982,CD,FZQA,
LIB,Libenge,NDB,3.630379915,18.63299942,CD,,
LIS,Lisala,NDB,2.163830042,21.49970055,CD,FZGA,
LJA,Lodja,VOR,-3.419039965,23.44980049,CD,,
LUB,Lubumbashi,VOR-DME,-11.60389996,27.5053997,CD,FZQA,
MBA,Mbandaka,VOR-DME,0.047336999,18.28300095,CD,FZEA,
MBY,Mbuji Mayi,VOR-DME,-6.115469933,23.56310081,CD,FZWA,
MN,Mbuji Mayi,NDB,-6.105470181,23.56480026,CD,FZEA,
MS,Matadi,NDB,-5.81882,13.44950008,CD,FZAM,
MS,Mbandaka,NDB,0.014006,18.28300095,CD,FZEA,
MTI,Matadi,NDB,-5.835490227,13.46619987,CD,FZAM,
NDO,Ndolo,NDB,-4.318950176,15.31620026,CD,FZAB,
OK,Ndjili,NDB,-4.342289925,15.51620007,CD,FZAA,
OL,Lubumbashi,NDB,-11.63500023,27.42169952,CD,FZQA,
TKP,Tshikapa,NDB,-6.435440063,20.79969978,CD,,
BN,Bangui M Poko,NDB,4.490499973,18.49559975,CF,,
BO,Birao,NDB,10.2798996,22.78310013,CF,FEFI,
BP,Bangui M Poko,NDB,4.378689766,18.52470016,CF,,
BT,Berberati,VOR,4.229360104,15.78380013,CF,FEFT,
FBU,Bouar,NDB,5.954130173,15.63920021,CF,FEFO,
IA,Bria,VOR,6.526000023,21.98920059,CF,FEFR,
KB,Kembe,NDB,4.613629818,21.86639977,CF,FEFK,
LE,Ndele,VOR,8.397109985,20.68589973,CF,FEFN,
MPK,Bangui M Poko,VOR-DME,4.376140118,18.52540016,CF,FEFF,
PK,Bangui M Poko,NDB,4.324329853,18.53910065,CF,,
BZ,Brazzaville Maya Maya,VOR-DME,-4.245610237,15.26379967,CG,FCBB,
CF,Makoua,VOR,-0.021500001,15.57919979,CG,,
IP,Impfondo,NDB,1.613870025,18.06629944,CG,FCOI,
IT,Pointe Noire,VOR,-4.823219776,11.88739967,CG,FCPP,
LO,Dolisie,NDB,-4.212850094,12.66749954,CG,,
MK,Makabana,NDB,-3.469029903,12.6328001,CG,FCPA,
OU,Ouesso,NDB,1.608319998,16.05789948,CG,FCOU,
BER,Bern,NDB,46.89910126,7.510479927,CH,LSZB,
CVA,Corvatsch,DME,46.41809845,9.821669579,CH,,
FRI,Fribourg,VOR-DME,46.77759933,7.223499775,CH,,
GLA,Gland,NDB,46.40869904,6.244249821,CH,LSGG,
GVA,Geneva Cointrin,VOR-DME,46.25389862,6.132219791,CH,LSGG,
HOC,Hochwald,VOR-DME,47.46659851,7.665440083,CH,,
KLO,Kloten,VOR-DME,47.45709991,8.54557991,CH,LSZH,
LAP,La Praz,DME,46.67610168,6.413330078,CH,,
MOT,Montana,VOR-DME,46.31340027,7.503330231,CH,LSGS,
MUR,Muri,NDB,46.94609833,7.466869831,CH,LSZB,
PAS,Passeiry,VOR-DME,46.1637001,5.999919891,CH,LSGG,
SHU,Schupberg,NDB,47.02180099,7.391940117,CH,LSZB,
SIO,Sion,VOR-DME,46.21549988,7.288780212,CH,LSGS,
SPR,St-Prex,VOR-DME,46.46870041,6.448060036,CH,,
TRA,Trasadingen,DME,47.689499,8.43695,CH,,SID:TRASADINGEN 1M|TRASADINGEN 2V|TRASADINGEN 3L|TRASADINGEN 3R;STAR:TRASADINGEN 2A
WIL,Willisau,VOR-DME,47.17829895,7.905920029,CH,,SID:WILLISAU 2K|WILLISAU 2W|WILLISAU 3V;STAR:WILLISAU 2F
ZUE,Zurich East,VOR-DME,47.59220123,8.817669868,CH,LSZH,SID:ZURICH EAST 1E|ZURICH EAST 5F|ZURICH EAST 5L
AD,Abidjan,VOR-DME,5.282810211,-3.917000055,CI,DIAP,
AFO,Afienou,NDB,5.411139965,-2.916470051,CI,,
AN,Abidjan,NDB,5.349080086,-3.89041996,CI,DIAP,
BDI,Boundiali,NDB,9.524609566,-6.462500095,CI,DIBI,
BDU,Bondoukou/Soko,VOR,8.036499977,-2.754610062,CI,DIBU,
BKE,Bouake,NDB,7.807419777,-5.043109894,CI,DIBK,
BKY,Bouake,VOR-DME,7.747280121,-5.074940205,CI,DIBK,
BNA,Bouna/Tehini,NDB,9.277500153,-3.025279999,CI,DIBN,
DA,Daloa,NDB,6.883470058,-6.466400146,CI,DIDL,
GGA,Gagnoa,NDB,6.500179768,-5.974720001,CI,DIGA,
KH,Korhogo,NDB,9.396829605,-5.629859924,CI,DIKO,
KRG,Korhogo,VOR,9.372469902,-5.644309998,CI,DIKO,
MN,Man,NDB,7.266769886,-7.583079815,CI,DIMN,
ODN,Odienne,VOR-DME,9.530079842,-7.573750019,CI,DIOD,
PB,Abidjan Felix Houphouet Boigny,NDB,5.250420094,-3.958029985,CI,DIAP,
SGA,Seguela,NDB,7.958099842,-6.646679878,CI,DISG,
SPO,San Pedro,VOR-DME,4.756669998,-6.654359818,CI,DISP,
SS,Sassandra,NDB,4.938330173,-6.127779961,CI,DISS,
TBA,Touba,NDB,8.401390076,-7.669469833,CI,,
TBU,Tabou,NDB,4.453889847,-7.373330116,CI,DITB,
YAM,Yamoussoukro,VOR-DME,6.88888979,-5.378859997,CI,DIYO,
YKO,Yamoussoukro,NDB,6.846970081,-5.416190147,CI,DIYO,
YMO,Yamoussoukro,NDB,6.927999973,-5.343939781,CI,DIYO,
AI,Aitutaki,NDB,-18.82480049,-159.772995,CK,NCAI,
AT,Atiu,NDB,-20.00329971,-158.1069946,CK,NCAT,
MH,Manihiki,NDB,-10.37969971,-161.003006,CK,,
PY,Penrhyn,NDB,-8.994170189,-158.0440063,CK,,
RG,Rarotonga,VOR-DME,-21.20170021,-159.8150024,CK,NCRG,
AMB,Santiago,VOR-DME,-33.41970062,-70.78440094,CL,SCEL,
ARI,Arica,VOR-DME,-18.36940002,-70.3463974,CL,SCAR,
BAL,Balmaceda,VOR-DME,-45.9131012,-71.71279907,CL,SCBA,
CAR,Concepcion,VOR-DME,-36.75550079,-73.05310059,CL,SCIE,
CE,Concepcion,NDB,-36.85749817,-73.11389923,CL,SCIE,
CFL,Calama,NDB,-22.49360085,-68.90309906,CL,SCCF,
CFM,Capitan Fuentes Martinez,NDB,-53.24670029,-70.35220337,CL,SCFM,
CHE,Chena,NDB,-33.58530045,-70.7736969,CL,,
CHI,Chillan,VOR-DME,-36.58309937,-72.03579712,CL,SCCH,
CLD,Caldera,NDB,-27.07690048,-70.81860352,CL,SCCL,
COP,Coposa,NDB,-20.7439003,-68.68939972,CL,SCKP,
CTN,Constitucion,NDB,-35.30559921,-72.37940216,CL,,
DAT,Atacama,VOR-DME,-27.27939987,-70.77610016,CL,SCAT,
ERO,Quintero,NDB,-32.73889923,-71.49669647,CL,SCER,
FAG,Antofagasta,VOR-DME,-23.46689987,-70.44779968,CL,SCFA,
ICO,Curico,VOR-DME,-34.96780014,-71.21579742,CL,SCIC,
IPA,Isla De Pascua,VOR-DME,-27.16390038,-109.4059982,CL,SCIP,
IQQ,Iquique,VOR-DME,-20.37470055,-70.17250061,CL,SCDA,
IRC,Isla Robinson Crusoe,NDB,-33.61669922,-78.83670044,CL,SCIR,
LOA,Calama,VOR-DME,-22.50029945,-68.87689972,CL,SCCF,
MAD,Los Angeles,VOR,-37.40670013,-72.42469788,CL,SCGE,
MJL,Mejillones,NDB,-23.10919952,-70.44309998,CL,,
MO,Trapen,NDB,-41.52500153,-73.09690094,CL,SCTE,
MON,Puerto Montt,VOR-DME,-41.42919922,-73.09190369,CL,SCTE,
NAS,Punta Arenas,VOR-DME,-53.00370026,-70.85369873,CL,SCCI,
NES,Coposa,NDB,-20.77560043,-68.67890167,CL,SCKP,
ON,El Tepual,NDB,-41.46060181,-73.09470367,CL,SCTE,
OSO,Osorno,VOR-DME,-40.61579895,-73.05609894,CL,SCJO,
PAR,Puerto Aguirre,VOR-DME,-45.15919876,-73.52249908,CL,,
PDH,Pudahuel,VOR-DME,-33.41469955,-70.80139923,CL,SCEL,
PIL,Melipilla,NDB,-33.67750168,-71.22309875,CL,,
PNT,Puerto Natales,VOR-DME,-51.73500061,-72.44809723,CL,SCNT,
PWL,Puerto Williams,VOR-DME,-54.92919922,-67.62000275,CL,SCGZ,
R,Diego Aracena,NDB,-20.51300049,-70.18009949,CL,SCDA,
R,Arica,NDB,-18.37170029,-70.34719849,CL,SCAR,
R,Antofagasta,NDB,-23.47019958,-70.44850159,CL,SCFA,
SAL,Salinas,NDB,-32.9856987,-71.5338974,CL,SCVM,
SER,La Serena,VOR-DME,-29.91550064,-71.1969986,CL,SCSE,
SNO,Santo Domingo,VOR-DME,-33.66579819,-71.61940002,CL,SCSN,
SOM,Cerro Sombrero,NDB,-52.73809814,-69.36920166,CL,SCSB,
STI,Los Cerrillos,VOR-DME,-33.50220108,-70.70290375,CL,CL-0021,
TAL,Talagante,NDB,-33.68310165,-70.93280029,CL,,
TBN,Tabon,VOR-DME,-32.91830063,-70.83719635,CL,,
TCO,Temuco,VOR-DME,-38.76639938,-72.63079834,CL,SCTC,
TEN,Chaiten,NDB,-42.92470169,-72.71530151,CL,CL-0020,
TEP,Puerto Montt,NDB,-41.43780136,-73.08719635,CL,SCTE,
TOC,Tocopilla,VOR,-22.13999939,-70.05500031,CL,SCBE,
TOY,Tongoy,VOR-DME,-30.27639961,-71.47360229,CL,,
UCU,Iquique,NDB,-20.57110023,-70.1832962,CL,SCDA,
UE,Lo Castro,NDB,-33.30490112,-70.79000092,CL,SCEL,
VLD,Valdivia,VOR-DME,-39.67110062,-73.08560181,CL,SCVD,
VLD,Valdivia,NDB,-39.72219849,-73.08360291,CL,SCVD,
VTN,Ventanas,VOR-DME,-32.73860168,-71.49610138,CL,SCER,
BF,Bafoussam,VOR-DME,5.508329868,10.36970043,CM,FKKU,
BND,Bamenda,VOR-DME,6.050559998,10.11610031,CM,FKKV,
BO,Bafoussam,NDB,5.50906992,10.3671999,CM,FKKU,
BT,Bertoua,NDB,4.551229954,13.71660042,CM,,
DE,Edea,NDB,3.790780067,10.13809967,CM,,
DLA,Douala,VOR-DME,3.993920088,9.743470192,CM,FKKD,
GRO,Garoua,NDB,9.330940247,13.29090023,CM,FKKR,
KB,Kribi,NDB,2.856389999,9.969599724,CM,FKKB,
MF,Mamfe,VOR,5.705689907,9.30395031,CM,,
NLY,Yaounde Nsimalen,VOR-DME,3.725810051,11.55650043,CM,FKYS,
TI,Tiko,NDB,4.087639809,9.355890274,CM,FKKC,
TJI,Batouri,NDB,4.471519947,14.36270046,CM,FKKI,
TJJ,Mbanga,NDB,4.490739822,9.567709923,CM,,
TJL,Maroua/Salak,NDB,10.46220016,14.24409962,CM,FKKL,
TJM,Foumban Nkounja,NDB,5.643109798,10.75249958,CM,FKKM,
TJN,Ngaoundere,VOR,7.330070019,13.54819965,CM,FKKN,
TJP,Kaele,NDB,10.09599972,14.44330025,CM,,
TJR,Garoua,VOR-DME,9.334360123,13.34459972,CM,FKKR,
TJR,Garoua,NDB,9.337579727,13.39540005,CM,FKKR,
TJS,Dschang,NDB,5.450590134,10.06599998,CM,,
YK,Douala,NDB,3.974750042,9.783610344,CM,FKKD,
YO,Yaounde,NDB,3.901390076,11.55169964,CM,FKKY,
AND,Andong,VOR-DME,30.25329971,121.2180023,CN,,
B,Hongqiao,NDB,31.17309952,121.3379974,CN,,
BAV,Baotou,VOR-DME,40.56000137,109.9950027,CN,,
BH,Gaoyao,NDB,23.06999969,112.4869995,CN,,
BHS,Baihesi,VOR-DME,30.50830078,104.2030029,CN,ZUUU,
BK,Ningbo,NDB,29.89500046,121.3320007,CN,ZSNB,
BM,Wafangdian,NDB,39.63999939,121.7220001,CN,,
BNN,Xishuangbanna,VOR-DME,21.98460007,100.7519989,CN,ZPJH,
BS,Liyuantun,NDB,34.41669846,114.2180023,CN,,
BSE,Bose,VOR-DME,23.89500046,106.6480026,CN,,
BTO,Potou,VOR-DME,38.10829926,116.5780029,CN,,
BZ,Yunhe,NDB,28.08329964,119.5670013,CN,,
C,Hongqiao,NDB,31.22330093,121.3330002,CN,ZSSS,
CD,Qingbaikou,NDB,40.00830078,115.8000031,CN,,
CEN,Cencun,VOR-DME,23.14999962,113.4169998,CN,ZGGG,
CG,Tianjin,NDB,39.07329941,117.3779984,CN,ZBTJ,
CGO,Zhengzhou,VOR-DME,34.51499939,113.8430023,CN,ZHCC,
CHG,Chaoyang,VOR-DME,41.5367012,120.4329987,CN,ZYCY,
CHW,Jiayuguan,VOR-DME,39.84999847,98.34999847,CN,,
CJ,Jianqiao,NDB,30.30170059,120.163002,CN,ZSHC,
CKG,Chongqing,VOR-DME,29.72170067,106.6429977,CN,ZUCK,
CON,Conghua,VOR-DME,23.5883007,113.5849991,CN,ZGGG,
CSX,Changsha,VOR-DME,28.20330048,113.2170029,CN,ZGHA,
CTU,Shuangliu,VOR-DME,30.57500076,103.9430008,CN,ZUUU,
CU,Shahe,NDB,40.125,116.3700027,CN,,
CZ,Tonglu,NDB,29.79999924,119.6669998,CN,,
CZH,Chongzhou,VOR-DME,30.64830017,103.6869965,CN,,
DA,Hebaohu,NDB,30.69829941,113.9729996,CN,,
DDG,Dandong,VOR-DME,40.25999832,124.288002,CN,,
DHN,Dahushan,VOR-DME,41.64170074,122.1169968,CN,,
DJC,Wangjiachuan,VOR-DME,36.770278,103.443056,CN,ZLLL,
DKO,Dengkou,VOR-DME,40.31499863,107,CN,,
DLC,Dalian,VOR-DME,38.95999908,121.5130005,CN,ZYTL,
DM,Zedang,NDB,29.25830078,91.76499939,CN,,
DNC,Lanzhou,VOR-DME,36.514999,103.625,CN,ZLLL,
DO,Zhoukou,NDB,33.61669922,114.6500015,CN,,
DO,Qingzhou,NDB,26.54500008,117.9869995,CN,,
DS,Heliushui,NDB,30.20000076,106.8450012,CN,,
DSH,Dangshan,VOR-DME,30.14830017,120.4980011,CN,ZSHC,
DY,Yabrai,NDB,39.40330124,102.8130035,CN,,
DZH,Zhonghe,VOR,36.235001,103.800003,CN,ZLLL,
ENH,Enshi,VOR-DME,30.29170036,109.5979996,CN,,
ERE,Eren,VOR-DME,43.63830185,111.9530029,CN,,
FB,Kaiyuan,NDB,42.56669998,124.0169983,CN,,
FC,Fujiazhuang,NDB,38.87329865,121.637001,CN,ZYTL,
FJ,Chaoyang,NDB,41.58330154,120.4329987,CN,ZYCY,
FJC,Fujiachang,VOR-DME,29.92830086,104.3050003,CN,,
FKG,Fukang,VOR-DME,44.16669846,87.98329926,CN,ZWWW,
FL,Wuji,NDB,38.24670029,114.8919983,CN,ZBSJ,
FLG,Fuling,VOR-DME,29.69669914,107.375,CN,,
FM,Linli,NDB,29.35000038,111.6330032,CN,,
FO,Baiyun,NDB,23.13829994,113.2419968,CN,ZGGG,
FOC,Fuzhou,VOR-DME,25.94000053,119.6620026,CN,ZSFZ,
FQG,Fuqing,VOR-DME,25.73999977,119.3830032,CN,ZSFZ,
FR,Wufengxi,NDB,30.6067009,104.4769974,CN,,
FYU,Fuyu,VOR-DME,44.9117012,124.8050003,CN,ZYHB,
FZ,Tunli,NDB,37.4516983,121.1780014,CN,CN-0443,
GAO,Nanchong,VOR-DME,30.80669975,106.1869965,CN,,
GJ,Laoliangcang,NDB,28.08329964,112.2170029,CN,,
GLN,Guanlan,VOR-DME,22.70999908,114.0350037,CN,,
GM,Fengning,NDB,41.23669815,116.6269989,CN,,
GMA,Gengma,VOR-DME,23.53170013,99.41169739,CN,,
GS,Lishui,NDB,31.63669968,119.0429993,CN,ZSNJ,
GT,Qunli,NDB,31.7833004,119.052002,CN,ZSNJ,
GYA,Gaoyao,VOR-DME,23.07099969,112.48799950,CN,,
HCH,Huangcheng,VOR-DME,37.65499878,120.5449982,CN,,
HD,Tumurtai,NDB,41.86669922,113.1500015,CN,,
HFE,Hefei,VOR-DME,31.78000069,117.302002,CN,ZSOF,
HG,Tianhe,NDB,30.92499924,114.3529968,CN,ZHHH,
HG,Hengshui,NDB,37.72330093,115.7099991,CN,,
HGH,Hangzhou,VOR-DME,30.23999977,120.4580002,CN,ZSHC,
HL,Dongshan,NDB,49.21170044,119.7949982,CN,ZBLA,
HLD,Hailar,VOR-DME,49.2016983,119.822998,CN,ZBLA,
HMI,Hami,VOR-DME,42.83330154,93.65000153,CN,,
HO,Changwu,NDB,35.2016983,107.7730026,CN,,
HQ,Qijiang,NDB,29.04669952,106.6600037,CN,,
HRB,Harbin,VOR-DME,45.62329865,126.2600021,CN,ZYHB,
HSH,Hengsha,VOR-DME,31.36829948,121.8430023,CN,ZSPD,
HSN,Zhoushan,VOR-DME,29.93169975,122.3619995,CN,,
HTN,Hotan,VOR-DME,37.0367012,79.87169647,CN,ZWTN,
HUR,Huairou,VOR-DME,40.33000183,116.7480011,CN,,
HUY,Huayuan,VOR-DME,28.57670021,109.447998,CN,,
HX,Weining,NDB,26.86000061,104.2819977,CN,,
HZ,Tianmen,NDB,30.65169907,113.1520004,CN,,
ID,Xiaodanyang,NDB,31.66670036,118.7149963,CN,ZSNJ,
IJ,Haiqing,NDB,47.86830139,134.6470032,CN,,
J,Tianjin,NDB,39.14619827,117.3330002,CN,ZBTJ,
JA,Dexin,NDB,42.86999893,129.3379974,CN,ZYYJ,
JB,Dongying,NDB,37.59000015,118.7850037,CN,,
JB,Zangangzhen,NDB,39.04330063,116.197998,CN,,
JG,Xinzheng,NDB,34.7867012,113.6699982,CN,ZHCC,
JH,Fuling,NDB,29.70170021,107.3769989,CN,,
JHG,Ganlanba,VOR-DME,21.86330032,100.9319992,CN,ZPJH,
JIG,Jingning,VOR-DME,35.52830124,105.7200012,CN,,
JK,Longli,NDB-DME,26.45829964,106.9800034,CN,ZUGY,
JMU,Jiamusi,VOR-DME,46.8382988,130.4620056,CN,ZYJM,
JR,Liangxiang,NDB,39.72330093,116.0979996,CN,ZHHH,
JS,Tianjin,NDB,39.17039871,117.3170013,CN,ZBTJ,
JTA,Jingtai,VOR-DME,37.19499969,104.0800018,CN,,
JTG,Jintang,VOR-DME,30.87170029,104.3929977,CN,,
JTN,Jiuting,VOR-DME,31.125,121.3399963,CN,ZSSS,
JW,Yongfu,NDB,25.00670052,110.0179977,CN,,
JX,Weixian,NDB,36.34999847,114.9169998,CN,,
KC,Laibin,NDB,23.74329948,109.2149963,CN,,
KCA,Kuqa,VOR-DME,41.71670151,83,CN,,
KG,Longkou,NDB,29.95000076,113.7669983,CN,,
KHG,Kashi,VOR-DME,39.54669952,76.02330017,CN,ZWSH,
KHN,Xiangtang,VOR-DME,28.43000031,115.9229965,CN,ZSCN,
KJ,Hohhot,NDB,40.86999893,111.8880005,CN,ZBHH,
KM,Dahushan,NDB,41.63830185,122.1149979,CN,,
KM,Huailai,NDB,40.3932991,115.4919968,CN,,
KMG,Kunming,VOR-DME,25.01670074,102.7330017,CN,ZPPP,
KN,Dongshan,NDB,27.74329948,120.6500015,CN,,
KOW,Ganzhou,VOR-DME,25.82169914,114.9150009,CN,,
KR,Nanchengzi,NDB,39.14500046,114.5999985,CN,,
KV,Xinzheng,NDB,34.76169968,113.7750015,CN,ZHCC,
KWE,Guiyang,VOR-DME,26.52000046,106.7949982,CN,ZUGY,
KWL,Guilin,VOR-DME,25.20999908,110.038002,CN,ZGKL,
KY,Wangbingou,NDB,41.70500183,123.7470016,CN,ZYTX,
KYU,Kaiyuan,VOR-DME,42.63330078,124.0080032,CN,,
L,Beijing,NDB,40.11180115,116.5680008,CN,,
LBN,Laibin,VOR-DME,23.74329948,109.211998,CN,,
LCH,Longchang,VOR-DME,40.86169815,123.1330032,CN,,
LH,Huguang,NDB,21.13170052,110.336998,CN,,
LIG,Liling,VOR-DME,27.62669945,113.5270004,CN,,
LJ,Qiqihar,NDB,47.19499969,123.9469986,CN,,
LJB,Wanchang,VOR-DME,43.77330017,125.8519974,CN,ZYCC,
LJG,Lianjiang,VOR-DME,26.21999931,119.5469971,CN,ZSFZ,
LKO,Longkou,VOR-DME,29.91670036,113.6969986,CN,,
LLC,Laoliangcang,VOR-DME,28.06830025,112.211998,CN,,
LMN,Longmen,VOR-DME,23.64999962,114.3270035,CN,,
LO,Wolong,NDB,37.87670135,112.4120026,CN,ZBYN,
LQ,Shilong,NDB,23.09000015,113.8529968,CN,,
LR,Gubeikou,NDB,40.63330078,117.0830002,CN,,
LR,Kunming,NDB,24.87080002,102.6600037,CN,ZPPP,
LUX,Luanxian,VOR-DME,39.73830032,118.7279968,CN,,
LXA,Lhasa,VOR-DME,29.30170059,91.00170135,CN,,
LXI,Luxi,VOR-DME,24.53829956,103.7429962,CN,,
LZ,Liling,NDB,27.63330078,113.5329971,CN,,
MA,Lianshengwei,NDB,22.22330093,113.4670029,CN,,
MLT,Dongmulantou,VOR-DME,20.15169907,110.6729965,CN,ZJHK,
NCH,Changbei,VOR-DME,28.88500023,115.913002,CN,ZSCN,
NDG,Qiqihar,VOR-DME,47.24169922,123.9219971,CN,ZYQQ,
NF,Nanfeng,NDB,27.2166996,116.5670013,CN,,
NGB,Ningbo,VOR-DME,29.82670021,121.4599991,CN,ZSNB,
NHW,Nanhui,VOR-DME,31.08169937,121.572998,CN,ZSPD,
NL,Longzhou,NDB,22.36669922,106.8669968,CN,,
NLG,Nanlang,VOR-DME,22.53170013,113.5630035,CN,,
NNG,Nanning,VOR-DME,22.625,108.1969986,CN,ZGNN,
NNX,Nanxiong,VOR-DME,25.10000038,114.2720032,CN,,
NS,Nanxiong,NDB,25.09670067,114.2750015,CN,,
NSE,Nanjing,VOR-DME,31.74500084,118.862999,CN,ZSNJ,
NSH,Ningshan,VOR-DME,33.31829834,108.3119965,CN,,
NTG,Nantong,VOR-DME,32.06330109,120.9779968,CN,,
NYB,Nanyingbindao,VOR-DME,20.01329994,110.137001,CN,ZJHK,
O,Tacheng,NDB,46.65829849,83.37169647,CN,,
O,Hailang,NDB,44.5367012,129.5769958,CN,ZYMD,
O,Capital,NDB,40.09700012,116.5940018,CN,,
O,Zhengdeng,NDB,38.29999924,114.6819992,CN,,
OB,Huairou,NDB,40.28329849,116.5329971,CN,ZHHH,
OC,Xingtang,NDB,38.4516983,114.5569992,CN,ZBSJ,
OD,Sanyuan,NDB,34.59830093,108.9169998,CN,ZLXY,
OF,Bantaji,NDB,32.65999985,118.5820007,CN,,
OS,Tongjingchang,NDB,29.84830093,106.8450012,CN,ZUCK,
OX,Bose,NDB,23.89830017,106.6500015,CN,,
PA,Wutong,NDB,25.40500069,110.0599976,CN,,
PDL,Liuzao,VOR-DME,31.12999916,121.7699966,CN,ZSPD,
PEK,Beijing,VOR-DME,40.04999924,116.5999985,CN,ZBAA,
PH,Zhuliao,NDB,23.36330032,113.3720016,CN,,
PIX,Pixian,VOR-DME,34.31499863,117.9800034,CN,,
PK,Eren,NDB,43.63330078,112,CN,,
PK,Nanxiang,NDB,31.2866993,121.3300018,CN,ZSSS,
PM,Potou,NDB,38.08330154,116.5500031,CN,,
POU,Pingzhou,VOR-DME,23.02000046,113.1900024,CN,,
PT,Jingtai,NDB,37.19329834,104.0680008,CN,,
PU,Dongyangjiao,NDB,41.50669861,123.2929993,CN,ZYTX,
PUD,Pudong,VOR-DME,31.16830063,121.7799988,CN,ZSPD,
QB,Hunshuitang,NDB,25.10829926,102.9329987,CN,ZPPP,
QD,Heihe,NDB,50.09999847,127.3349991,CN,,
QI,Jingning,NDB,35.52330017,105.7099991,CN,,
QJ,Shenzhen,NDB,22.79500008,113.7300034,CN,ZGSZ,
QJG,Qijiang,VOR-DME,29.04669952,106.6529999,CN,,
QK,Gengma,NDB,23.5333004,99.40000153,CN,,
QM,Yanbu,NDB,23.10330009,113.1470032,CN,ZGGG,
QNX,Qianxi,VOR-DME,27.04170036,106.0299988,CN,,
QP,Ertang,NDB,24.65670013,110.7929993,CN,,
RG,Changdu,NDB,31.15169907,97.17669678,CN,,
RL,Hami,NDB,42.84999847,93.63330078,CN,,
RO,Sanjiang,NDB,25.7682991,109.6070023,CN,,
RP,Lijia,NDB,28.62170029,115.7080002,CN,ZSCN,
RQ,Ningshan,NDB,33.31999969,108.3099976,CN,,
SB,Hexi,NDB,27.73670006,102.163002,CN,ZUXC,
SB,Luogang,NDB,31.84000015,117.2330017,CN,ZSOF,
SCH,Shache,VOR-DME,38.42829895,77.23999786,CN,,
SEY,Shenyang,VOR-DME,41.63830185,123.4800034,CN,ZYTX,
SG,Yijun,NDB,35.38000107,109.1119995,CN,,
SHA,Hongqiao,VOR-DME,31.20000076,121.3320007,CN,ZSSS,
SHK,Shekou,VOR-DME,22.49830055,113.9020004,CN,,
SHL,Shilong,VOR-DME,23.09100015,113.85399680,CN,,
SHR,Shangrao,VOR-DME,28.41670036,117.9670029,CN,,
SHY,Shuyuan,VOR-DME,30.95000076,121.8619995,CN,ZSPD,
SHZ,Shengzhou,VOR-DME,29.59670067,120.8130035,CN,,
SIA,Xianyang,VOR-DME,34.44670105,108.75,CN,ZLXY,
SJW,Zhengding,VOR-DME,38.27999878,114.7020035,CN,ZBSJ,
SL,Maguohe,NDB,25.44829941,103.2919998,CN,,
SWA,Shantou,VOR-DME,23.44000053,116.7699966,CN,,
SX,Nanxun,NDB,30.88330078,120.4169998,CN,,
SY,Xishui,NDB,30.44169998,115.2649994,CN,,
SYX,Sanya,VOR-DME,18.30669975,109.1729965,CN,ZJSY,
SZ,Liangcheng,NDB,40.52500153,112.4919968,CN,,
SZX,Shenzhen,VOR-DME,22.64500046,113.8030014,CN,ZGSZ,
SZY,Shaziying,VOR-DME,40.10169983,116.461998,CN,ZBAA,
TAJ,Tianjin,VOR-DME,39.1067009,117.3580017,CN,ZBTJ,
TAN,Yuantan,VOR-DME,23.66830063,113.2399979,CN,ZGGG,
